Estacion,Agrupacion,Fecha inicial,Fecha final,Parametro,Dias buenos,Dias aceptables,Dias malos,Dias muy malos,Dias extremadamente malos,Dias insuficientes
Agregado,2022-5,01/05/2022,31/05/2022,NO2,30,1,0,0,0,0
Agregado,2022-6,01/06/2022,30/06/2022,NO2,30,0,0,0,0,0
Agregado,2022-7,01/07/2022,31/07/2022,NO2,31,0,0,0,0,0
Agregado,2022-8,01/08/2022,31/08/2022,NO2,30,1,3,0,0,0
Agregado,2022-9,01/09/2022,30/09/2022,NO2,29,1,0,0,0,0
Agregado,2022-10,01/10/2022,31/10/2022,NO2,31,0,0,0,0,0
Agregado,2022-11,01/11/2022,31/10/2022,NO2,29,1,0,0,0,0
Agregado,2022-12,01/12/2022,31/12/2022,NO2,28,3,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-1,01/01/2016,31/01/2016,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-2,01/02/2016,29/02/2016,CO,29,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-3,01/03/2016,31/03/2016,CO,23,5,0,0,0,7
BINE : Benemerito Instituto Normal del Estado,2016-4,01/04/2016,30/04/2016,CO,22,5,0,0,0,8
BINE : Benemerito Instituto Normal del Estado,2016-6,01/06/2016,30/06/2016,CO,3,5,0,0,0,27
BINE : Benemerito Instituto Normal del Estado,2016-7,01/07/2016,31/07/2016,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-7,01/08/2016,31/08/2016,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-9,01/09/2016,30/09/2016,CO,24,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2016-10,01/10/2016,31/10/2016,CO,28,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2016-11,01/11/2016,30/11/2016,CO,20,0,0,0,0,10
BINE : Benemerito Instituto Normal del Estado,2016-12,01/12/2016,31/12/2016,CO,26,0,0,0,0,9
NIN : Las Ninfas,2016-1,01/01/2016,31/01/2016,CO,26,0,0,0,0,0
NIN : Las Ninfas,2016-2,01/02/2016,29/02/2016,CO,29,0,0,0,0,0
NIN : Las Ninfas,2016-3,01/02/2016,31/03/2016,CO,27,0,0,0,0,4
NIN : Las Ninfas,2016-4,01/04/2016,30/04/2016,CO,30,0,0,0,0,0
NIN : Las Ninfas,2016-5,01/05/2016,31/05/2016,CO,31,0,0,0,0,0
NIN : Las Ninfas,2016-5,01/06/2016,30/06/2016,CO,30,0,0,0,0,0
NIN : Las Ninfas,2016-7,01/07/2016,31/07/2016,CO,23,0,0,1,0,8
NIN : Las Ninfas,2016-8,01/08/2016,31/08/2016,CO,29,0,0,0,0,2
NIN : Las Ninfas,2016-9,01/09/2016,30/09/2016,CO,29,0,0,0,0,1
NIN : Las Ninfas,2016-10,01/10/2016,31/10/2016,CO,30,0,0,0,0,1
NIN : Las Ninfas,2016-11,01/11/2016,30/11/2016,CO,30,0,0,0,0,0
NIN : Las Ninfas,2016-12,01/12/2016,31/12/2016,CO,31,0,0,0,0,0
STA : Agua Santa,2016-4,01/04/2016,30/04/2016,CO,19,0,0,0,0,3
STA : Agua Santa,2016-5,01/04/2016,31/05/2016,CO,31,0,0,0,0,0
STA : Agua Santa,2016-6,01/06/2016,30/06/2016,CO,30,0,0,0,0,0
STA : Agua Santa,2016-7,01/07/2016,31/07/2016,CO,30,0,0,0,0,1
STA : Agua Santa,2016-8,01/08/2016,31/08/2016,CO,28,0,0,0,0,3
STA : Agua Santa,2016-9,01/09/2016,30/09/2016,CO,5,0,0,0,0,25
STA : Agua Santa,2016-10,01/10/2016,31/10/2016,CO,18,0,0,0,0,13
STA : Agua Santa,2016-11,01/11/2016,30/11/2016,CO,26,0,0,0,0,0
STA : Agua Santa,2016-12,01/12/2016,31/12/2016,CO,26,0,0,1,0,14
UTP : Universidad Tecnologica de Puebla,2016-1,01/01/2016,31/01/2016,CO,29,2,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-2,01/02/2016,29/02/2016,CO,29,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-3,01/03/2016,31/03/2016,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-4,01/04/2016,31/03/2016,CO,10,0,0,0,0,20
UTP : Universidad Tecnologica de Puebla,2016-6,01/06/2016,30/06/2016,CO,24,0,0,0,0,6
UTP : Universidad Tecnologica de Puebla,2016-7,01/07/2016,31/07/2016,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-8,01/08/2016,31/08/2016,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-9,01/09/2016,30/09/2016,CO,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-10,01/10/2016,31/10/2016,CO,30,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2016-11,01/11/2016,30/11/2016,CO,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-12,01/12/2016,31/12/2016,CO,31,0,0,0,0,0
VEL : Velodromo,2016-4,01/04/2016,30/04/2016,CO,12,0,0,0,0,18
VEL : Velodromo,2016-5,01/05/2016,31/05/2016,CO,31,0,0,0,0,0
VEL : Velodromo,2016-6,01/06/2016,30/06/2016,CO,30,0,0,0,0,0
VEL : Velodromo,2016-7,01/07/2016,31/07/2016,CO,29,0,0,0,0,2
VEL : Velodromo,2016-8,01/08/2016,31/08/2016,CO,30,0,0,0,0,1
VEL : Velodromo,2016-9,01/09/2016,30/09/2016,CO,28,0,0,0,0,2
VEL : Velodromo,2016-10,01/10/2016,31/10/2016,CO,29,0,0,0,0,2
VEL : Velodromo,2016-11,01/11/2016,30/11/2016,CO,28,0,0,0,0,2
VEL : Velodromo,2016-12,01/12/2016,31/12/2016,CO,26,0,0,0,0,3
Agregado,2016-1,01/01/2016,31/01/2016,CO,29,2,0,0,0,0
Agregado,2016-2,01/02/2016,29/02/2016,CO,26,0,0,0,0,0
Agregado,2016-3,01/03/2016,31/03/2016,CO,30,1,3,0,0,0
Agregado,2016-4,01/04/2016,30/04/2016,CO,30,0,0,0,0,0
Agregado,2016-6,01/06/2016,30/06/2016,CO,30,0,0,0,0,0
Agregado,2016-7,01/07/2016,31/07/2016,CO,31,0,0,0,0,0
Agregado,2016-8,01/08/2016,31/08/2016,CO,31,5,0,0,0,0
Agregado,2016-9,01/09/2016,30/09/2016,CO,30,0,0,0,0,0
Agregado,2016-10,01/10/2016,31/10/2016,CO,26,0,0,0,0,0
Agregado,2016-11,01/11/2016,30/11/2016,CO,30,0,0,0,0,0
Agregado,2016-12,01/11/2016,31/12/2016,CO,31,0,0,0,0,0
Agregado,2016-5,01/05/2016,31/05/2016,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-1,01/01/2017,31/05/2016,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-2,01/02/2017,28/02/2017,CO,26,0,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2017-3,01/03/2017,31/03/2017,CO,9,0,0,0,0,22
BINE : Benemerito Instituto Normal del Estado,2017-4,01/03/2017,31/03/2017,CO,26,0,0,0,0,4
BINE : Benemerito Instituto Normal del Estado,2017-5,01/05/2017,31/05/2017,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-6,01/06/2017,30/06/2017,CO,30,0,0,0,0,3
NIN : Las Ninfas,2017-1,01/01/2017,31/01/2017,CO,25,0,3,0,0,6
NIN : Las Ninfas,2017-2,01/02/2017,28/02/2017,CO,25,0,0,0,0,3
STA : Agua Santa,2017-1,01/01/2017,31/01/2017,CO,27,5,0,0,0,4
STA : Agua Santa,2017-2,01/02/2017,28/02/2017,CO,18,0,0,0,0,10
UTP : Universidad Tecnologica de Puebla,2017-1,01/01/2017,31/01/2017,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-2,01/02/2017,28/02/2017,CO,16,0,0,0,0,12
UTP : Universidad Tecnologica de Puebla,2017-3,01/03/2017,31/03/2017,CO,14,0,0,0,0,17
UTP : Universidad Tecnologica de Puebla,2017-4,01/04/2017,30/04/2017,CO,29,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2017-5,01/05/2017,31/05/2017,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-6,01/06/2017,31/05/2017,CO,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-7,01/07/2017,31/07/2017,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-8,01/08/2017,31/08/2017,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-9,01/09/2017,30/09/2017,CO,26,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-9,01/10/2017,31/10/2017,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-11,01/11/2017,30/11/2017,CO,25,0,0,0,0,5
VEL : Velodromo,2017-11,01/01/2017,31/01/2017,CO,31,0,0,0,0,0
VEL : Velodromo,2017-2,01/02/2017,28/02/2017,CO,26,0,0,0,0,2
VEL : Velodromo,2017-3,01/03/2017,31/03/2017,CO,28,0,0,0,0,3
VEL : Velodromo,2017-4,01/04/2017,30/04/2017,CO,21,0,0,0,0,9
VEL : Velodromo,2017-5,01/05/2017,31/05/2017,CO,29,0,0,0,0,2
Agregado,2017-1,01/01/2017,31/01/2017,CO,31,0,0,0,0,0
Agregado,2017-2,01/02/2017,28/02/2017,CO,28,0,0,0,0,0
Agregado,2017-3,01/03/2017,31/03/2017,CO,31,0,0,0,0,0
Agregado,2017-4,01/04/2017,31/03/2017,CO,30,0,0,0,0,0
Agregado,2017-5,01/05/2017,31/05/2017,CO,31,0,0,0,0,0
Agregado,2017-6,01/06/2017,30/06/2017,CO,30,0,0,0,0,0
Agregado,2017-7,01/07/2017,31/07/2017,CO,31,0,0,0,0,0
Agregado,2017-8,01/08/2017,31/08/2017,CO,31,0,0,0,0,0
Agregado,2017-9,01/09/2017,30/09/2017,CO,30,0,0,0,0,0
Agregado,2017-10,01/10/2017,31/10/2017,CO,31,0,0,0,0,0
Agregado,2017-11,01/11/2017,30/11/2017,CO,25,0,0,0,0,5
BINE : Benemerito Instituto Normal del Estado,2017-11,01/09/2018,30/09/2018,CO,23,0,0,0,0,7
BINE : Benemerito Instituto Normal del Estado,2018-10,01/10/2018,31/10/2018,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-11,01/11/2018,30/11/2018,CO,29,0,0,0,0,1
BINE : Benemerito Instituto Normal del Estado,2018-12,01/12/2018,31/12/2018,CO,31,0,0,0,0,0
NIN : Las Ninfas,2018-3,01/03/2018,31/03/2018,CO,28,5,0,0,0,3
NIN : Las Ninfas,2018-4,01/04/2018,30/04/2018,CO,26,0,0,0,0,2
NIN : Las Ninfas,2018-5,01/05/2018,31/05/2018,CO,25,0,0,0,0,6
NIN : Las Ninfas,2018-6,01/05/2018,30/06/2018,CO,27,0,0,0,0,3
NIN : Las Ninfas,2018-7,01/07/2018,31/07/2018,CO,31,0,0,0,0,0
NIN : Las Ninfas,2018-8,01/08/2018,31/08/2018,CO,26,0,0,0,0,5
NIN : Las Ninfas,2018-9,01/09/2018,30/09/2018,CO,26,0,0,0,0,4
NIN : Las Ninfas,2018-10,01/10/2018,31/10/2018,CO,28,0,0,0,0,3
NIN : Las Ninfas,2018-11,01/11/2018,30/11/2018,CO,30,0,0,0,0,0
NIN : Las Ninfas,2018-12,01/12/2018,31/12/2018,CO,30,0,0,0,0,1
STA : Agua Santa,2018-1,01/01/2018,31/01/2018,CO,22,0,0,0,0,9
STA : Agua Santa,2018-4,01/04/2018,30/04/2018,CO,12,0,0,0,0,18
STA : Agua Santa,2018-5,01/05/2018,31/05/2018,CO,31,0,0,0,0,0
STA : Agua Santa,2018-6,01/06/2018,30/06/2018,CO,30,0,0,0,0,0
STA : Agua Santa,2018-7,01/07/2018,31/07/2018,CO,26,0,0,0,0,5
STA : Agua Santa,2018-8,01/08/2018,31/08/2018,CO,31,0,0,0,0,0
STA : Agua Santa,2018-9,01/09/2018,30/09/2018,CO,30,0,3,0,0,0
STA : Agua Santa,2018-10,01/10/2018,31/10/2018,CO,31,0,0,0,0,0
STA : Agua Santa,2018-11,01/11/2018,30/11/2018,CO,30,0,0,0,0,0
STA : Agua Santa,2018-12,01/12/2018,31/12/2018,CO,30,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2018-2,01/02/2018,28/02/2018,CO,21,0,0,1,0,7
UTP : Universidad Tecnologica de Puebla,2018-4,01/04/2018,30/04/2018,CO,26,0,0,0,0,7
UTP : Universidad Tecnologica de Puebla,2018-5,01/05/2018,31/05/2018,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2018-6,01/06/2018,30/06/2018,CO,29,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2018-7,01/07/2018,30/06/2018,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2018-8,01/08/2018,31/08/2018,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2018-9,01/09/2018,30/09/2018,CO,30,5,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2018-10,01/10/2018,31/10/2018,CO,28,0,0,0,0,3
UTP : Universidad Tecnologica de Puebla,2018-11,01/11/2018,30/11/2018,CO,26,0,0,0,0,4
UTP : Universidad Tecnologica de Puebla,2018-12,01/12/2018,31/12/2018,CO,28,0,0,0,0,3
VEL : Velodromo,2018-8,01/08/2018,31/08/2018,CO,29,0,0,0,0,2
VEL : Velodromo,2018-9,01/09/2018,30/09/2018,CO,27,0,0,0,0,3
VEL : Velodromo,2018-10,01/10/2018,31/10/2018,CO,31,0,0,0,0,0
VEL : Velodromo,2018-11,01/11/2018,30/11/2018,CO,30,0,0,0,0,0
VEL : Velodromo,2018-12,01/12/2018,31/12/2018,CO,31,0,0,0,0,0
Agregado,2018-9,01/09/2018,30/09/2018,CO,30,0,0,0,0,0
Agregado,2018-10,01/10/2018,31/10/2018,CO,31,0,0,0,0,0
Agregado,2018-11,01/11/2018,30/11/2018,CO,30,0,0,0,0,3
Agregado,2018-12,01/12/2018,31/12/2018,CO,31,0,0,0,0,0
Agregado,2018-3,01/03/2018,31/03/2018,CO,28,0,0,0,0,3
Agregado,2018-4,01/04/2018,30/04/2018,CO,30,0,0,0,0,0
Agregado,2018-5,01/04/2018,31/05/2018,CO,31,0,0,1,0,0
Agregado,2018-6,01/06/2018,30/06/2018,CO,30,0,0,0,0,0
Agregado,2018-7,01/07/2018,31/07/2018,CO,31,0,0,0,0,0
Agregado,2018-8,01/08/2018,31/08/2018,CO,31,0,0,0,0,0
Agregado,2018-1,01/01/2018,31/01/2018,CO,22,0,0,0,0,9
Agregado,2018-2,01/02/2018,28/02/2018,CO,21,0,0,0,0,7
BINE : Benemerito Instituto Normal del Estado,2019-1,01/01/2019,31/01/2019,CO,28,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2019-2,01/02/2019,28/02/2019,CO,28,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2019-3,01/03/2019,31/03/2019,CO,26,0,0,0,0,20
BINE : Benemerito Instituto Normal del Estado,2019-5,01/05/2019,31/05/2019,CO,3,0,0,0,0,28
BINE : Benemerito Instituto Normal del Estado,2019-6,01/06/2019,30/06/2019,CO,16,0,0,0,0,14
BINE : Benemerito Instituto Normal del Estado,2019-7,01/07/2019,31/07/2019,CO,22,0,0,0,0,9
BINE : Benemerito Instituto Normal del Estado,2019-8,01/08/2019,31/08/2019,CO,19,0,0,0,0,12
BINE : Benemerito Instituto Normal del Estado,2019-9,01/09/2019,30/09/2019,CO,25,0,0,0,0,5
BINE : Benemerito Instituto Normal del Estado,2019-10,01/10/2019,31/10/2019,CO,9,0,0,0,0,22
BINE : Benemerito Instituto Normal del Estado,2019-11,01/11/2019,31/10/2019,CO,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2019-12,01/12/2019,31/12/2019,CO,14,0,0,0,0,17
NIN : Las Ninfas,2019-1,01/01/2019,31/01/2019,CO,31,0,0,0,0,3
NIN : Las Ninfas,2019-2,01/02/2019,28/02/2019,CO,22,0,0,0,0,6
NIN : Las Ninfas,2019-3,01/03/2019,31/03/2019,CO,30,0,0,0,0,1
NIN : Las Ninfas,2019-4,01/04/2019,30/04/2019,CO,30,0,0,0,0,0
NIN : Las Ninfas,2019-5,01/05/2019,31/05/2019,CO,29,0,0,0,0,2
NIN : Las Ninfas,2019-6,01/06/2019,30/06/2019,CO,30,0,0,0,0,0
NIN : Las Ninfas,2019-7,01/07/2019,31/07/2019,CO,30,0,0,0,0,1
NIN : Las Ninfas,2019-8,01/08/2019,31/08/2019,CO,31,0,0,0,0,0
NIN : Las Ninfas,2019-9,01/09/2019,30/09/2019,CO,29,0,0,0,0,1
NIN : Las Ninfas,2019-10,01/10/2019,31/10/2019,CO,31,0,0,0,0,0
NIN : Las Ninfas,2019-11,01/11/2019,30/11/2019,CO,29,0,0,0,0,1
NIN : Las Ninfas,2019-12,01/12/2019,31/12/2019,CO,22,0,0,0,0,9
STA : Agua Santa,2019-1,01/01/2019,31/01/2019,CO,26,0,0,0,0,0
STA : Agua Santa,2019-1,01/02/2019,28/02/2019,CO,28,0,0,0,0,3
STA : Agua Santa,2019-3,01/03/2019,31/03/2019,CO,29,2,0,0,0,0
STA : Agua Santa,2019-4,01/04/2019,30/04/2019,CO,10,0,0,0,0,20
STA : Agua Santa,2019-5,01/05/2019,31/05/2019,CO,31,0,0,0,0,0
STA : Agua Santa,2019-6,01/06/2019,30/06/2019,CO,29,5,0,0,0,1
STA : Agua Santa,2019-7,01/07/2019,31/07/2019,CO,14,0,0,0,0,17
STA : Agua Santa,2019-8,01/08/2019,31/08/2019,CO,27,0,0,0,0,4
STA : Agua Santa,2019-9,01/09/2019,30/09/2019,CO,23,0,0,0,0,7
STA : Agua Santa,2019-10,01/10/2019,30/09/2019,CO,22,0,0,0,0,9
STA : Agua Santa,2019-11,01/11/2019,30/11/2019,CO,18,0,0,0,0,12
STA : Agua Santa,2019-12,01/12/2019,31/12/2019,CO,24,0,0,0,0,7
UTP : Universidad Tecnologica de Puebla,2019-1,01/01/2019,31/01/2019,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2019-2,01/02/2019,28/02/2019,CO,28,5,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2019-3,01/03/2019,31/03/2019,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2019-4,01/04/2019,30/04/2019,CO,20,0,0,0,0,10
UTP : Universidad Tecnologica de Puebla,2019-6,01/06/2019,30/06/2019,CO,26,0,0,0,0,15
UTP : Universidad Tecnologica de Puebla,2019-7,01/07/2019,30/06/2019,CO,26,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2019-8,01/08/2019,31/08/2019,CO,22,5,0,0,0,9
UTP : Universidad Tecnologica de Puebla,2019-9,01/09/2019,30/09/2019,CO,29,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2019-10,01/10/2019,31/10/2019,CO,27,0,0,0,0,4
UTP : Universidad Tecnologica de Puebla,2019-11,01/11/2019,30/11/2019,CO,21,0,0,0,0,9
UTP : Universidad Tecnologica de Puebla,2019-12,01/12/2019,31/12/2019,CO,21,0,0,0,0,10
VEL : Velodromo,2019-1,01/01/2019,31/01/2019,CO,31,0,0,0,0,0
VEL : Velodromo,2019-2,01/02/2019,28/02/2019,CO,28,0,0,1,0,0
VEL : Velodromo,2019-3,01/03/2019,31/03/2019,CO,31,0,0,0,0,0
VEL : Velodromo,2019-4,01/04/2019,30/04/2019,CO,10,0,0,0,0,20
VEL : Velodromo,2019-5,01/05/2019,31/05/2019,CO,11,0,0,0,0,20
VEL : Velodromo,2019-6,01/06/2019,30/06/2019,CO,5,0,0,0,0,25
VEL : Velodromo,2019-7,01/07/2019,31/07/2019,CO,20,0,0,0,0,11
VEL : Velodromo,2019-8,01/08/2019,31/08/2019,CO,22,0,0,0,0,9
VEL : Velodromo,2019-9,01/09/2019,30/09/2019,CO,27,0,0,0,0,3
VEL : Velodromo,2019-10,01/10/2019,31/10/2019,CO,14,0,3,0,0,17
VEL : Velodromo,2019-11,01/11/2019,30/11/2019,CO,16,0,0,0,0,14
VEL : Velodromo,2019-12,01/12/2019,31/12/2019,CO,31,0,0,0,0,0
Agregado,2019-1,01/01/2019,31/01/2019,CO,31,0,0,0,0,0
Agregado,2019-2,01/02/2019,28/02/2019,CO,28,0,0,0,0,0
Agregado,2019-3,01/03/2019,31/03/2019,CO,29,2,0,0,0,0
Agregado,2019-5,01/05/2019,31/05/2019,CO,31,0,0,0,0,0
Agregado,2019-6,01/06/2019,30/06/2019,CO,30,0,0,0,0,0
Agregado,2019-7,01/07/2019,30/06/2019,CO,31,5,0,0,0,0
Agregado,2019-8,01/08/2019,31/08/2019,CO,31,0,0,0,0,0
Agregado,2019-9,01/09/2019,30/09/2019,CO,30,0,0,0,0,0
Agregado,2019-10,01/10/2019,31/10/2019,CO,31,0,0,0,0,0
Agregado,2019-11,01/11/2019,30/11/2019,CO,30,0,0,0,0,0
Agregado,2019-12,01/11/2019,31/12/2019,CO,31,0,0,0,0,0
Agregado,2019-4,01/04/2019,31/12/2019,CO,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2020-1,01/01/2020,31/01/2020,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2020-2,01/02/2020,29/02/2020,CO,20,0,0,0,0,9
BINE : Benemerito Instituto Normal del Estado,2020-3,01/03/2020,31/03/2020,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2020-4,01/04/2020,30/04/2020,CO,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2020-5,01/05/2020,31/05/2020,CO,29,0,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2020-6,01/06/2020,30/06/2020,CO,26,0,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2020-7,01/07/2020,31/07/2020,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2020-8,01/08/2020,31/08/2020,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2020-9,01/09/2020,30/09/2020,CO,27,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2020-10,01/10/2020,31/10/2020,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2020-11,01/11/2020,30/11/2020,CO,14,0,0,0,0,16
BINE : Benemerito Instituto Normal del Estado,2020-12,01/12/2020,31/12/2020,CO,10,0,0,0,0,3
NIN : Las Ninfas,2020-1,01/01/2020,31/01/2020,CO,30,0,0,0,0,1
NIN : Las Ninfas,2020-2,01/02/2020,29/02/2020,CO,26,0,0,0,0,2
NIN : Las Ninfas,2020-3,01/03/2020,31/03/2020,CO,29,0,0,0,0,2
NIN : Las Ninfas,2020-4,01/04/2020,30/04/2020,CO,27,0,0,0,0,3
NIN : Las Ninfas,2020-5,01/05/2020,31/05/2020,CO,30,0,3,0,0,1
NIN : Las Ninfas,2020-6,01/06/2020,30/06/2020,CO,27,0,0,0,0,3
NIN : Las Ninfas,2020-7,01/07/2020,31/07/2020,CO,29,0,0,0,0,2
NIN : Las Ninfas,2020-8,01/08/2020,31/08/2020,CO,26,0,0,0,0,5
NIN : Las Ninfas,2020-9,01/09/2020,30/09/2020,CO,29,0,0,0,0,1
NIN : Las Ninfas,2020-10,01/10/2020,31/10/2020,CO,27,0,0,0,0,4
NIN : Las Ninfas,2020-11,01/11/2020,30/11/2020,CO,25,0,0,0,0,5
NIN : Las Ninfas,2020-12,01/12/2020,31/12/2020,CO,31,0,0,0,0,0
STA : Agua Santa,2020-1,01/01/2020,31/01/2020,CO,25,0,0,0,0,6
STA : Agua Santa,2020-2,01/02/2020,29/02/2020,CO,25,0,0,0,0,4
STA : Agua Santa,2020-3,01/03/2020,29/02/2020,CO,24,0,0,0,0,7
STA : Agua Santa,2020-4,01/04/2020,30/04/2020,CO,21,0,0,0,0,9
STA : Agua Santa,2020-4,01/05/2020,31/05/2020,CO,10,16,0,0,0,5
STA : Agua Santa,2020-4,01/06/2020,30/06/2020,CO,6,10,0,0,0,14
STA : Agua Santa,2020-9,01/09/2020,30/09/2020,CO,7,0,0,0,0,23
STA : Agua Santa,2020-10,01/10/2020,31/10/2020,CO,29,0,0,0,0,2
STA : Agua Santa,2020-11,01/11/2020,30/11/2020,CO,17,0,0,0,0,13
STA : Agua Santa,2020-12,01/12/2020,31/12/2020,CO,6,0,0,0,0,25
UTP : Universidad Tecnologica de Puebla,2020-1,01/01/2020,31/01/2020,CO,29,0,0,0,0,2
UTP : Universidad Tecnologica de Puebla,2020-2,01/02/2020,29/02/2020,CO,26,0,0,0,0,3
UTP : Universidad Tecnologica de Puebla,2020-3,01/03/2020,31/03/2020,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2020-4,01/04/2020,30/04/2020,CO,26,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2020-5,01/04/2020,31/05/2020,CO,8,0,0,0,0,23
UTP : Universidad Tecnologica de Puebla,2020-6,01/06/2020,30/06/2020,CO,2,0,0,0,0,28
UTP : Universidad Tecnologica de Puebla,2020-7,01/07/2020,31/07/2020,CO,13,0,0,0,0,18
UTP : Universidad Tecnologica de Puebla,2020-11,01/11/2020,30/11/2020,CO,5,0,0,0,0,25
UTP : Universidad Tecnologica de Puebla,2020-12,01/12/2020,31/12/2020,CO,25,0,0,0,0,6
VEL : Velodromo,2020-1,01/01/2020,31/01/2020,CO,31,0,0,0,0,0
VEL : Velodromo,2020-2,01/02/2020,29/02/2020,CO,29,0,0,0,0,0
VEL : Velodromo,2020-3,01/03/2020,31/03/2020,CO,26,0,0,0,0,0
VEL : Velodromo,2020-4,01/04/2020,30/04/2020,CO,21,0,0,0,0,9
VEL : Velodromo,2020-5,01/05/2020,31/05/2020,CO,27,0,0,0,0,4
VEL : Velodromo,2020-6,01/06/2020,30/06/2020,CO,28,0,0,0,0,2
VEL : Velodromo,2020-7,01/07/2020,31/07/2020,CO,31,0,0,0,0,0
VEL : Velodromo,2020-8,01/08/2020,31/08/2020,CO,31,0,0,0,0,0
VEL : Velodromo,2020-9,01/09/2020,30/09/2020,CO,30,0,0,0,0,0
VEL : Velodromo,2020-10,01/10/2020,31/10/2020,CO,31,0,0,0,0,0
VEL : Velodromo,2020-11,01/11/2020,30/11/2020,CO,30,0,0,0,0,0
VEL : Velodromo,2020-12,01/12/2020,31/12/2020,CO,31,0,0,0,0,3
Agregado,2020-12,01/01/2020,31/01/2020,CO,31,0,0,0,0,0
Agregado,2020-2,01/02/2020,29/02/2020,CO,29,0,0,0,0,0
Agregado,2020-3,01/03/2020,31/03/2020,CO,31,0,0,0,0,0
Agregado,2020-4,01/04/2020,30/04/2020,CO,30,0,0,1,0,0
Agregado,2020-5,01/05/2020,31/05/2020,CO,15,16,0,0,0,0
Agregado,2020-6,01/06/2020,30/06/2020,CO,20,10,0,0,0,0
Agregado,2020-7,01/07/2020,30/06/2020,CO,31,0,0,0,0,0
Agregado,2020-8,01/08/2020,31/08/2020,CO,31,0,0,0,0,0
Agregado,2020-9,01/09/2020,30/09/2020,CO,30,0,0,0,0,0
Agregado,2020-10,01/10/2020,31/10/2020,CO,31,0,0,0,0,0
Agregado,2020-11,01/11/2020,30/11/2020,CO,30,0,0,0,0,0
Agregado,2020-12,01/12/2020,31/12/2020,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-4,01/04/2021,30/04/2021,CO,3,1,0,0,0,26
