Estacion,Agrupacion,Fecha inicial,Fecha final,Parametro,Dias buenos,Dias aceptables,Dias malos,Dias muy malos,Dias extremadamente malos,Dias insuficientes,Unnamed: 11
STA : Agua Santa,2018-10,01/10/2018,31/10/2018,NO2,31,0,0,0,0,0,nan
STA : Agua Santa,2018-11,01/11/2018,30/11/2018,NO2,Auto%#,3,0,0,0,0,nan
STA : Agua Santa,2018-12,01/12/2018,31/12/2018,NO2,27,4,,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-1,01/01/2018,31/01/2018,NO2,28,0,,0,0,3,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-2,01/02/2018,28/02/2018,,17,3,1,0,0,7,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-3,01/03/2018,31/03/2018,NO2,6,23,2,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-4,01/04/2018,30/04/2018,NO2,7,19,1,0,0,3,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-5,01/05/2018,31/05/2018,NO2,16,15,0,0,,0,
UTP : Universidad Tecnolï¿½gica de Puebla,2018-6,01/06/2018,30/06/2018,NO2,25,4,0,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-7,01/07/2018,31/07/2018,NO2,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-8,01/08/2018,31/08/2018,NO2,22,0,0,0,0,9,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-9,01/09/2018,30/09/2018,NO2,30,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-10,01/10/2018,31/10/2018,NO2,27,0,0,0,0,4,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-11,01/11/2018,30/11/2018,NO2,27,Auto%#,0,,0,3,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2018-12,01/12/2018,31/12/2018,NO2,31,0,0,,0,0,nan
VEL : Velodromo,2018-2,01/02/2018,28/02/2018,NO2,15,0,0,0,0,13,nan
VEL : Velodromo,2018-3,01/03/2018,31/03/2018,Auto%#,14,0,0,0,0,17,nan
VEL : Velodromo,,01/04/2018,30/04/2018,NO2,,0,0,0,0,2,nan
VEL : Velodromo,2018-5,01/05/2018,31/05/2018,NO2,31,0,0,0,0,0,nan
Agregado,2018-2,01/02/2018,28/02/2018,NO2,18,9,1,0,0,0,nan
Agregado,2018-3,01/03/2018,31/03/2018,NO2,6,23,2,0,0,0,nan
Agregado,2018-4,01/04/2018,30/04/2018,NO2,10,19,1,0,0,0,nan
Agregado,2018-5,01/05/2018,31/05/2018,NO2,16,15,0,0,0,0,nan
Agregado,2018-6,01/06/2018,30/06/2018,NO2,26,4,0,0,0,0,nan
Agregado,2018-7,01/07/2018,,,31,0,0,0,0,0,nan
Auto%#,2018-8,01/08/2018,31/08/2018,NO2,31,0,0,0,0,0,nan
Agregado,2018-9,01/09/2018,30/09/2018,NO2,29,1,0,0,0,0,nan
Agregado,2018-10,01/10/2018,31/10/2018,NO2,31,0,0,0,0,0,nan
Agregado,2018-11,01/11/2018,30/11/2018,NO2,27,3,0,0,0,0,nan
Agregado,2018-12,01/12/2018,31/12/2018,NO2,27,4,0,0,0,0,nan
Agregado,2018-1,01/01/2018,31/01/2018,NO2,26,3,0,0,0,2,nan
BINE : Benemerito Instituto Normal del Estado,2019-6,01/06/2019,30/06/2019,NO2,17,0,0,0,0,13,nan
BINE : Benemerito Instituto Normal del Estado,2019-9,01/09/2019,30/09/2019,NO2,16,0,0,0,0,14,nan
BINE : Benemerito Instituto Normal del Estado,2019-10,01/10/2019,31/10/2019,NO2,9,0,0,0,0,22,nan
BINE : Benemerito Instituto Normal del Estado,2019-11,01/11/2019,30/11/2019,NO2,30,0,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2019-12,01/12/2019,31/12/2019,NO2,14,0,0,0,0,17,nan
NIN : Las Ninfas,2019-1,01/01/2019,31/01/2019,NO2,26,5,0,0,0,0,nan
NIN : Las Ninfas,2019-2,01/02/2019,28/02/2019,NO2,28,0,,0,0,0,nan
NIN : Las Ninfas,2019-3,01/03/2019,31/03/2019,NO2,31,0,0,0,0,0,nan
NIN : Las Ninfas,2019-4,01/04/2019,30/04/2019,NO2,28,2,0,0,0,0,nan
NIN : Las Ninfas,2019-5,01/05/2019,31/05/2019,NO2,Auto%#,1,0,0,0,2,nan
NIN : Las Ninfas,2019-6,01/06/2019,30/06/2019,NO2,30,,0,0,0,0,nan
NIN : Las Ninfas,2019-7,01/07/2019,31/07/2019,NO2,30,0,0,0,0,1,nan
NIN : Las Ninfas,2019-8,01/08/2019,31/08/2019,NO2,31,,,0,0,0,nan
NIN : Las Ninfas,2019-9,01/09/2019,,NO2,30,0,0,0,0,0,nan
NIN : Las Ninfas,2019-10,01/10/2019,31/10/2019,NO2,31,0,0,0,Auto%#,0,nan
NIN : Las Ninfas,2019-11,01/11/2019,30/11/2019,NO2,30,0,,0,0,0,nan
NIN : Las Ninfas,2019-12,01/12/2019,31/12/2019,NO2,18,0,,0,0,13,nan
STA : Agua Santa,2019-1,01/01/2019,31/01/2019,NO2,16,0,0,0,0,15,nan
STA : Agua Santa,2019-2,,28/02/2019,NO2,14,3,0,0,0,11,nan
STA : Agua Santa,2019-3,01/03/2019,31/03/2019,NO2,28,3,0,0,0,0,nan
STA : Agua Santa,2019-4,01/04/2019,30/04/2019,NO2,Auto%#,0,0,0,0,23,nan
STA : Agua Santa,2019-5,01/05/2019,31/05/2019,NO2,15,7,0,0,0,9,nan
STA : Agua Santa,2019-6,01/06/2019,30/06/2019,NO2,30,0,0,0,0,0,nan
STA : Agua Santa,2019-7,01/07/2019,31/07/2019,NO2,14,0,0,0,0,17,nan
STA : Agua Santa,2019-8,01/08/2019,31/08/2019,NO2,27,0,0,0,0,4,nan
STA : Agua Santa,2019-9,01/09/2019,30/09/2019,NO2,23,0,0,0,0,7,nan
STA : Agua Santa,2019-10,01/10/2019,31/10/2019,NO2,22,0,0,0,0,9,nan
,2019-11,01/11/2019,30/11/2019,NO2,16,0,0,0,0,,nan
STA : Agua Santa,2019-12,01/12/2019,31/12/2019,NO2,24,2,0,0,0,5,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-1,01/01/2019,31/01/2019,NO2,29,2,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,,01/02/2019,28/02/2019,NO2,25,3,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-3,01/03/2019,31/03/2019,NO2,30,1,0,0,0,0,nan
,2019-4,01/04/2019,30/04/2019,NO2,24,3,0,0,0,3,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-5,01/05/2019,31/05/2019,NO2,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-6,01/06/2019,30/06/2019,,30,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-7,01/07/2019,31/07/2019,NO2,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-8,01/08/2019,31/08/2019,NO2,21,0,0,0,0,10,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-9,01/09/2019,,,29,0,0,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-10,01/10/2019,31/10/2019,NO2,26,0,0,0,0,5,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-11,01/11/2019,30/11/2019,NO2,21,0,0,0,0,9,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2019-12,01/12/2019,31/12/2019,,19,2,0,0,0,10,nan
VEL : Velodromo,2019-7,01/07/2019,31/07/2019,NO2,20,0,0,0,0,11,nan
VEL : Velodromo,2019-8,01/08/2019,31/08/2019,NO2,22,0,,0,0,9,nan
VEL : Velodromo,2019-9,01/09/2019,30/09/2019,NO2,27,,0,0,0,Auto%#,nan
,2019-10,01/10/2019,31/10/2019,NO2,14,0,0,0,0,17,nan
VEL : Velodromo,2019-11,01/11/2019,,NO2,15,1,0,0,0,14,nan
VEL : Velodromo,2019-12,01/12/2019,31/12/2019,NO2,24,1,0,0,0,6,nan
Agregado,2019-6,01/06/2019,30/06/2019,NO2,30,0,0,0,0,0,nan
Agregado,2019-9,01/09/2019,30/09/2019,NO2,30,0,0,0,0,0,nan
Agregado,2019-10,,31/10/2019,NO2,31,0,0,0,0,0,nan
Agregado,2019-11,01/11/2019,30/11/2019,NO2,29,1,,0,0,0,nan
Agregado,2019-12,01/12/2019,31/12/2019,NO2,27,4,0,0,0,0,nan
Agregado,2019-1,,31/01/2019,NO2,25,6,0,0,0,0,nan
Agregado,2019-2,01/02/2019,28/02/2019,NO2,23,5,0,0,0,0,nan
Agregado,2019-3,01/03/2019,31/03/2019,NO2,28,3,0,0,0,0,nan
Agregado,2019-4,01/04/2019,30/04/2019,NO2,25,5,0,0,0,0,nan
Agregado,2019-5,01/05/2019,31/05/2019,NO2,24,7,0,0,0,0,nan
Agregado,2019-7,01/07/2019,31/07/2019,NO2,31,0,0,0,0,0,nan
Agregado,2019-8,01/08/2019,31/08/2019,NO2,31,0,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2020-1,01/01/2020,31/01/2020,NO2,30,0,0,0,0,1,nan
BINE : Benemerito Instituto Normal del Estado,2020-2,01/02/2020,29/02/2020,NO2,19,0,0,0,0,10,nan
BINE : Benemerito Instituto Normal del Estado,2020-3,01/03/2020,31/03/2020,NO2,21,0,0,0,0,10,nan
BINE : Benemerito Instituto Normal del Estado,2020-4,01/04/2020,30/04/2020,NO2,21,0,0,0,0,9,nan
BINE : Benemerito Instituto Normal del Estado,2020-5,01/05/2020,31/05/2020,NO2,25,0,0,0,0,6,nan
BINE : Benemerito Instituto Normal del Estado,2020-6,01/06/2020,30/06/2020,NO2,3,0,0,0,0,27,nan
BINE : Benemerito Instituto Normal del Estado,2020-10,01/10/2020,31/10/2020,NO2,15,0,0,0,0,16,nan
BINE : Benemerito Instituto Normal del Estado,2020-11,01/11/2020,30/11/2020,NO2,4,0,0,0,0,26,nan
NIN : Las Ninfas,2020-1,01/01/2020,31/01/2020,NO2,26,0,0,0,0,5,nan
NIN : Las Ninfas,2020-2,01/02/2020,29/02/2020,NO2,10,0,0,0,0,19,nan
NIN : Las Ninfas,2020-3,01/03/2020,31/03/2020,NO2,28,1,0,0,0,2,nan
NIN : Las Ninfas,2020-4,01/04/2020,30/04/2020,,27,0,0,0,0,3,nan
NIN : Las Ninfas,2020-5,01/05/2020,31/05/2020,NO2,16,0,0,0,0,15,nan
NIN : Las Ninfas,2020-6,01/06/2020,30/06/2020,NO2,28,0,0,0,0,2,nan
NIN : Las Ninfas,,01/07/2020,31/07/2020,NO2,29,0,0,,0,2,nan
NIN : Las Ninfas,2020-8,01/08/2020,,NO2,27,0,0,0,0,4,nan
NIN : Las Ninfas,2020-9,01/09/2020,30/09/2020,NO2,30,0,0,0,0,0,nan
NIN : Las Ninfas,2020-10,01/10/2020,31/10/2020,NO2,31,0,0,0,0,0,nan
NIN : Las Ninfas,2020-11,01/11/2020,30/11/2020,NO2,28,0,0,0,0,2,nan
NIN : Las Ninfas,2020-12,01/12/2020,31/12/2020,NO2,31,0,0,0,0,0,nan
STA : Agua Santa,2020-1,01/01/2020,31/01/2020,NO2,25,1,0,0,0,5,nan
STA : Agua Santa,2020-2,01/02/2020,29/02/2020,NO2,24,1,0,0,0,4,nan
STA : Agua Santa,2020-3,01/03/2020,31/03/2020,NO2,24,0,0,0,0,7,nan
STA : Agua Santa,2020-4,01/04/2020,30/04/2020,NO2,21,0,0,0,0,9,nan
STA : Agua Santa,2020-5,01/05/2020,31/05/2020,NO2,24,0,0,0,0,7,nan
STA : Agua Santa,2020-6,01/06/2020,30/06/2020,NO2,21,,0,0,0,9,nan
STA : Agua Santa,2020-7,01/07/2020,31/07/2020,NO2,23,0,0,0,0,8,nan
STA : Agua Santa,2020-8,01/08/2020,31/08/2020,NO2,11,0,0,0,0,20,nan
STA : Agua Santa,2020-9,01/09/2020,30/09/2020,NO2,20,0,0,0,0,10,nan
STA : Agua Santa,2020-10,01/10/2020,31/10/2020,NO2,30,0,0,0,0,1,nan
,2020-11,01/11/2020,30/11/2020,NO2,22,0,0,0,0,8,nan
STA : Agua Santa,2020-12,01/12/2020,31/12/2020,NO2,8,,0,0,0,23,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-1,01/01/2020,31/01/2020,NO2,26,1,0,0,0,4,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-2,01/02/2020,29/02/2020,NO2,25,2,0,0,0,2,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-3,01/03/2020,31/03/2020,NO2,30,1,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-4,01/04/2020,30/04/2020,NO2,30,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-5,01/05/2020,31/05/2020,NO2,25,0,0,0,0,6,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-6,01/06/2020,30/06/2020,NO2,30,0,0,0,,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-7,01/07/2020,31/07/2020,NO2,27,0,0,0,0,4,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-8,01/08/2020,31/08/2020,NO2,2,0,0,0,0,29,nan
UTP : Universidad Tecnolï¿½gica de Puebla,,01/11/2020,30/11/2020,NO2,4,2,0,0,0,24,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2020-12,01/12/2020,31/12/2020,NO2,30,1,0,0,0,0,
VEL : Velodromo,2020-1,01/01/2020,31/01/2020,NO2,31,0,0,0,0,0,nan
VEL : Velodromo,2020-2,01/02/2020,29/02/2020,NO2,,0,0,0,0,0,nan
VEL : Velodromo,2020-3,01/03/2020,31/03/2020,NO2,31,0,0,0,0,0,nan
VEL : Velodromo,2020-4,01/04/2020,30/04/2020,Auto%#,3,0,0,0,0,27,nan
VEL : Velodromo,2020-11,01/11/2020,30/11/2020,NO2,5,1,0,0,Auto%#,24,nan
VEL : Velodromo,2020-12,01/12/2020,31/12/2020,NO2,30,0,0,0,0,Auto%#,nan
Agregado,2020-1,01/01/2020,31/01/2020,NO2,29,2,,0,0,0,nan
Agregado,2020-2,01/02/2020,29/02/2020,NO2,27,2,0,0,0,0,nan
Agregado,2020-3,01/03/2020,31/03/2020,NO2,29,Auto%#,0,0,0,0,nan
Agregado,2020-4,01/04/2020,30/04/2020,NO2,30,0,0,0,0,0,nan
Agregado,2020-5,01/05/2020,31/05/2020,NO2,31,0,0,0,0,0,nan
Agregado,2020-6,01/06/2020,30/06/2020,NO2,30,0,0,0,0,0,nan
Agregado,2020-10,01/10/2020,31/10/2020,NO2,Auto%#,0,0,0,0,0,nan
Agregado,2020-11,01/11/2020,30/11/2020,NO2,27,3,0,0,0,0,nan
Agregado,2020-7,01/07/2020,31/07/2020,NO2,31,0,0,0,0,0,nan
Agregado,2020-8,01/08/2020,31/08/2020,NO2,30,0,0,0,0,,nan
Agregado,2020-9,01/09/2020,30/09/2020,NO2,30,0,0,0,0,0,nan
Agregado,2020-12,01/12/2020,31/12/2020,NO2,30,1,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2021-1,01/01/2021,31/01/2021,NO2,26,0,0,0,0,5,
BINE : Benemerito Instituto Normal del Estado,2021-2,01/02/2021,28/02/2021,NO2,24,3,0,0,0,1,nan
BINE : Benemerito Instituto Normal del Estado,2021-3,01/03/2021,31/03/2021,NO2,28,1,0,0,0,2,nan
,,01/04/2021,30/04/2021,NO2,28,0,0,0,0,2,nan
BINE : Benemerito Instituto Normal del Estado,2021-5,01/05/2021,31/05/2021,NO2,31,0,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2021-6,01/06/2021,,NO2,21,0,,0,0,9,nan
BINE : Benemerito Instituto Normal del Estado,2021-7,01/07/2021,31/07/2021,NO2,31,,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2021-8,01/08/2021,31/08/2021,NO2,28,0,0,0,0,3,nan
BINE : Benemerito Instituto Normal del Estado,2021-9,01/09/2021,30/09/2021,NO2,27,0,0,0,0,3,nan
BINE : Benemerito Instituto Normal del Estado,2021-10,01/10/2021,31/10/2021,NO2,30,1,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2021-11,01/11/2021,30/11/2021,NO2,8,2,0,0,0,20,nan
Auto%#,2021-12,01/12/2021,31/12/2021,NO2,13,1,0,0,0,17,nan
NIN : Las Ninfas,2021-1,01/01/2021,31/01/2021,NO2,31,0,0,0,0,0,nan
NIN : Las Ninfas,2021-2,01/02/2021,28/02/2021,NO2,26,1,0,0,0,1,nan
NIN : Las Ninfas,2021-3,01/03/2021,31/03/2021,NO2,31,,0,0,0,0,nan
NIN : Las Ninfas,2021-4,01/04/2021,30/04/2021,,24,2,0,0,0,4,nan
NIN : Las Ninfas,2021-5,01/05/2021,31/05/2021,NO2,30,0,0,0,0,1,nan
NIN : Las Ninfas,2021-6,01/06/2021,30/06/2021,NO2,23,0,0,0,0,7,nan
NIN : Las Ninfas,2021-7,01/07/2021,31/07/2021,NO2,14,0,0,0,0,17,nan
NIN : Las Ninfas,2021-8,01/08/2021,31/08/2021,NO2,29,,0,0,0,2,nan
NIN : Las Ninfas,2021-9,01/09/2021,30/09/2021,NO2,30,0,0,0,0,0,nan
NIN : Las Ninfas,2021-10,01/10/2021,31/10/2021,NO2,31,0,0,0,0,0,nan
NIN : Las Ninfas,2021-11,01/11/2021,30/11/2021,NO2,30,0,0,0,0,0,nan
NIN : Las Ninfas,2021-12,01/12/2021,31/12/2021,NO2,29,2,0,0,0,0,nan
STA : Agua Santa,2021-2,01/02/2021,28/02/2021,NO2,11,0,0,0,0,17,nan
STA : Agua Santa,2021-3,01/03/2021,31/03/2021,,31,0,0,0,0,0,nan
STA : Agua Santa,2021-4,01/04/2021,30/04/2021,NO2,30,0,0,0,0,0,nan
STA : Agua Santa,2021-5,01/05/2021,31/05/2021,NO2,31,0,0,0,0,Auto%#,nan
Auto%#,2021-6,01/06/2021,30/06/2021,NO2,30,0,0,0,0,0,nan
,2021-7,01/07/2021,31/07/2021,NO2,12,0,0,0,0,19,nan
STA : Agua Santa,2021-10,01/10/2021,31/10/2021,NO2,6,0,0,,0,25,
,2021-11,01/11/2021,30/11/2021,NO2,30,0,0,0,0,0,nan
STA : Agua Santa,2021-12,01/12/2021,31/12/2021,NO2,28,,0,0,0,3,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-1,01/01/2021,31/01/2021,Auto%#,,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-2,01/02/2021,28/02/2021,NO2,22,5,0,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-3,01/03/2021,31/03/2021,NO2,27,4,0,0,,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-4,01/04/2021,30/04/2021,NO2,29,1,0,0,,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-5,01/05/2021,31/05/2021,NO2,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-6,01/06/2021,30/06/2021,NO2,9,0,0,0,0,21,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-7,01/07/2021,31/07/2021,NO2,30,0,0,,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-8,01/08/2021,31/08/2021,NO2,29,0,0,0,0,2,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-9,01/09/2021,30/09/2021,NO2,30,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-10,01/10/2021,31/10/2021,NO2,30,0,,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-11,01/11/2021,30/11/2021,,30,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2021-12,01/12/2021,31/12/2021,NO2,31,0,0,0,0,0,
VEL : Velodromo,2021-1,01/01/2021,31/01/2021,NO2,31,0,0,0,0,0,nan
VEL : Velodromo,2021-2,01/02/2021,28/02/2021,NO2,15,0,0,0,0,13,nan
Agregado,2021-1,,31/01/2021,NO2,31,0,0,0,0,0,nan
Agregado,2021-2,01/02/2021,28/02/2021,NO2,22,6,0,0,0,0,nan
Agregado,2021-3,01/03/2021,31/03/2021,NO2,26,5,,0,0,0,nan
Agregado,2021-4,01/04/2021,30/04/2021,NO2,27,3,0,0,,0,nan
Agregado,2021-5,01/05/2021,31/05/2021,NO2,31,0,0,0,,0,nan
Agregado,2021-6,01/06/2021,,NO2,30,0,0,0,0,0,
,2021-7,,31/07/2021,,31,0,0,0,0,0,
Agregado,,01/08/2021,31/08/2021,NO2,31,0,0,0,0,0,nan
Agregado,2021-9,01/09/2021,30/09/2021,NO2,30,0,0,0,0,0,nan
Agregado,2021-10,01/10/2021,31/10/2021,NO2,30,1,0,0,0,0,nan
Agregado,2021-11,01/11/2021,30/11/2021,NO2,28,2,0,0,0,0,nan
Agregado,2021-12,01/12/2021,31/12/2021,NO2,28,3,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,,01/01/2022,31/01/2022,NO2,17,1,0,0,0,13,nan
BINE : Benemerito Instituto Normal del Estado,2022-2,01/02/2022,28/02/2022,NO2,17,0,0,0,0,11,nan
BINE : Benemerito Instituto Normal del Estado,2022-3,01/03/2022,31/03/2022,NO2,15,0,0,,0,,nan
,2022-4,01/04/2022,30/04/2022,NO2,19,1,0,0,0,10,nan
BINE : Benemerito Instituto Normal del Estado,2022-5,01/05/2022,31/05/2022,NO2,24,0,0,0,0,7,nan
BINE : Benemerito Instituto Normal del Estado,,01/06/2022,,NO2,19,0,0,0,0,11,nan
BINE : Benemerito Instituto Normal del Estado,2022-7,01/07/2022,31/07/2022,NO2,19,0,0,0,0,12,
BINE : Benemerito Instituto Normal del Estado,2022-8,01/08/2022,31/08/2022,,21,1,0,0,0,9,nan
BINE : Benemerito Instituto Normal del Estado,2022-9,01/09/2022,30/09/2022,NO2,29,1,0,0,0,0,
BINE : Benemerito Instituto Normal del Estado,2022-10,01/10/2022,31/10/2022,NO2,31,0,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2022-11,01/11/2022,,NO2,24,0,0,0,0,6,nan
BINE : Benemerito Instituto Normal del Estado,2022-12,01/12/2022,31/12/2022,Auto%#,26,0,0,0,0,5,nan
NIN : Las Ninfas,2022-1,01/01/2022,31/01/2022,NO2,2,0,0,0,0,29,nan
NIN : Las Ninfas,2022-2,01/02/2022,28/02/2022,NO2,14,0,0,0,0,14,nan
NIN : Las Ninfas,,01/03/2022,31/03/2022,Auto%#,21,0,0,0,,10,nan
Auto%#,2022-4,01/04/2022,30/04/2022,NO2,14,,0,0,0,16,nan
NIN : Las Ninfas,2022-5,01/05/2022,,NO2,30,Auto%#,0,0,0,1,nan
NIN : Las Ninfas,2022-6,01/06/2022,30/06/2022,NO2,30,0,0,0,0,0,nan
NIN : Las Ninfas,2022-7,01/07/2022,31/07/2022,NO2,31,0,0,0,0,0,nan
NIN : Las Ninfas,2022-8,01/08/2022,31/08/2022,NO2,31,0,,0,0,0,nan
NIN : Las Ninfas,2022-9,01/09/2022,30/09/2022,NO2,30,0,0,0,0,0,nan
NIN : Las Ninfas,2022-10,01/10/2022,31/10/2022,NO2,31,0,0,0,0,0,nan
NIN : Las Ninfas,2022-11,01/11/2022,30/11/2022,NO2,30,0,0,0,0,0,nan
NIN : Las Ninfas,2022-12,01/12/2022,31/12/2022,NO2,31,0,0,0,0,0,nan
STA : Agua Santa,,01/01/2022,31/01/2022,NO2,31,0,0,0,0,0,nan
STA : Agua Santa,2022-2,01/02/2022,28/02/2022,NO2,28,0,0,0,0,0,nan
STA : Agua Santa,2022-3,01/03/2022,31/03/2022,NO2,30,0,0,0,0,1,nan
STA : Agua Santa,2022-4,01/04/2022,30/04/2022,NO2,30,0,0,0,0,0,nan
STA : Agua Santa,2022-5,,31/05/2022,NO2,31,0,0,0,0,0,nan
,,01/06/2022,30/06/2022,NO2,Auto%#,0,0,0,0,0,nan
STA : Agua Santa,2022-7,01/07/2022,31/07/2022,NO2,Auto%#,0,0,0,0,0,nan
STA : Agua Santa,2022-8,01/08/2022,31/08/2022,NO2,31,0,0,0,0,0,nan
STA : Agua Santa,2022-9,01/09/2022,30/09/2022,NO2,30,0,,0,0,0,nan
STA : Agua Santa,2022-10,01/10/2022,31/10/2022,NO2,20,0,0,0,0,11,nan
STA : Agua Santa,2022-11,01/11/2022,30/11/2022,NO2,2,0,0,0,0,28,nan
STA : Agua Santa,2022-12,01/12/2022,31/12/2022,NO2,31,0,0,,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-1,01/01/2022,31/01/2022,NO2,25,0,0,0,0,6,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-2,01/02/2022,28/02/2022,NO2,26,2,0,0,0,,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-3,01/03/2022,31/03/2022,NO2,30,1,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-4,01/04/2022,30/04/2022,Auto%#,28,0,0,0,0,2,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-5,01/05/2022,31/05/2022,NO2,29,,0,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-6,01/06/2022,30/06/2022,NO2,30,0,0,0,0,0,nan
Auto%#,2022-7,01/07/2022,31/07/2022,NO2,,0,0,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-8,01/08/2022,31/08/2022,NO2,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-9,01/09/2022,30/09/2022,NO2,29,0,0,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-10,01/10/2022,31/10/2022,NO2,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-11,01/11/2022,30/11/2022,NO2,29,1,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-12,01/12/2022,31/12/2022,NO2,28,3,0,0,0,0,nan
VEL : Velodromo,2022-1,01/01/2022,31/01/2022,NO2,31,0,0,0,0,0,nan
VEL : Velodromo,2022-2,01/02/2022,28/02/2022,NO2,15,0,0,0,0,13,nan
Auto%#,,01/01/2022,31/01/2022,Auto%#,30,1,0,0,0,Auto%#,nan
,2022-2,01/02/2022,28/02/2022,NO2,26,2,0,0,0,0,nan
Agregado,2022-3,01/03/2022,31/03/2022,NO2,30,1,0,0,0,0,nan
Agregado,2022-4,01/04/2022,30/04/2022,NO2,29,1,0,0,0,0,nan
Agregado,2022-5,01/05/2022,31/05/2022,NO2,30,1,0,0,0,0,nan
Agregado,2022-6,01/06/2022,30/06/2022,NO2,30,0,0,0,0,0,nan
Agregado,2022-7,01/07/2022,31/07/2022,NO2,31,0,0,0,0,0,nan
Agregado,2022-8,01/08/2022,31/08/2022,NO2,30,1,,0,0,0,nan
Agregado,2022-9,01/09/2022,30/09/2022,NO2,29,1,0,0,0,0,nan
Agregado,2022-10,01/10/2022,31/10/2022,NO2,31,0,0,0,0,0,nan
Agregado,2022-11,01/11/2022,,NO2,29,1,0,0,0,0,nan
Agregado,2022-12,01/12/2022,31/12/2022,NO2,28,3,0,0,,0,nan
BINE : Benemerito Instituto Normal del Estado,2016-1,01/01/2016,31/01/2016,CO,31,0,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2016-2,01/02/2016,29/02/2016,CO,29,0,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2016-3,01/03/2016,31/03/2016,CO,23,,0,0,0,7,nan
